11.2557,-18.0573,-10.2697
9.055,-13.6211,-5.7253
1.0904,-10.1819,-1.50751
-4.85185,-20.1527,1.66095
4.17502,-10.9153,-7.58601
2.04264,-4.71963,-3.61922
-1.70443,-1.9238,1.08373
-0.0698536,-0.0788445,0.0444151
-1.805,-3.24681,3.18593
-0.0390489,-0.0702407,0.0689238
-0.000844776,-0.00151957,0.00149108
4.17474,-0.000162386,2.36188
9.3609,-3.51294e-006,5.28536
2.88372,-2.72747e-007,1.62508
25.1677,-3.47123,0.50156
35.9593,-3.28879,7.13148
43.2194,-4.95793,4.38364
52.0991,3.23158,-3.1518
54.5197,-5.76891,5.33149
60.1356,-4.3344,14.849
72.1181,0.920568,6.33511
77.1891,-1.78165,-2.75392
85.9831,1.98823,2.55169
90.9828,1.95491,-6.96088
103.785,1.97755,7.83865
120.901,7.18858,5.6876
130.035,8.70837,10.1682
139.181,11.5451,14.4945
139.522,10.4015,21.9647
142.626,10.6404,33.7338
147.154,12.7202,23.0789
150.455,17.7247,15.8821
142.459,14.1829,15.7237
140.492,18.1322,25.5049
124.757,22.8757,12.5763
137.035,17.7353,21.0269
127.204,12.2826,22.89
134.977,13.547,21.5888
127.796,5.83391,26.0417
135.62,5.60161,14.7116
119.376,-0.355578,14.3591
117.773,5.76612,7.1927
109.456,-4.49773,2.31886
114.052,0.708666,-5.09483
119.272,1.48255,4.7751
123.753,1.98301,12.9213
133.984,1.53523,-2.00505
138.519,4.89835,7.87387
142.793,8.41187,8.89898
135.471,3.16319,12.7035
134.179,4.35041,9.01721
134.905,0.178295,12.4647
132.548,0.0100575,10.6935
148.184,-0.618851,7.35874
145.955,-0.0348509,7.60697
143.704,-0.622433,2.95288
142.976,-0.048326,3.1542
140.543,-0.00104547,1.20937
158.67,-4.28474e-005,-1.04411
232.342,-7.97548,2.92717
306.743,-16.4066,1.6991
378.247,-35.1025,39.5301
474.144,-41.8264,75.8781
572.74,-63.0477,94.2833
640.551,-67.7692,142.958
622.302,-87.3378,167.172
608.043,-99.5647,187.477
518.479,-87.7463,185.23
478.737,-84.3774,178.154
438.082,-72.5185,142.801
416.259,-58.2913,154.483
384.442,-65.5772,140.867
354.546,-90.5391,103.019
278.973,-101.793,91.2454
130.761,-94.6962,45.6633
-49.8619,-91.4704,-16.5475
-215.014,-61.4463,-72.3387
-401.998,-16.8808,-155.548
-531.578,43.4834,-235.253
-629.096,75.0087,-307.407
-701.958,95.5167,-359.117
-770.184,81.8146,-357.664
-826.306,79.8131,-345.91
-890.374,63.6325,-295.193
-906.166,57.8451,-256.327
-931.761,74.4542,-191.771
-796.968,79.4329,-189.689
-659.791,92.1901,-164.32
-603.983,50.3194,-131.221
-514.887,35.4109,-76.9651
-440.113,31.8074,-52.1393
-387.284,32.8864,-24.396
-374.207,26.4717,-17.6964
-317.384,26.9915,6.43286
-238.272,36.3145,21.3828
-164.83,26.799,38.3956
-108.845,10.4527,37.711
-32.9663,2.41347,39.4993
32.6605,-3.67026,27.5157
73.276,-3.32326,42.9239
107.417,-11.2431,33.8684
145.22,-9.63049,27.8272
171.811,-9.46511,36.4901
202.511,-11.9635,33.4388
225.47,-23.1416,33.4807
244.948,-13.5769,34.101
264.552,-11.7006,36.6074
277.39,-17.5177,43.5327
273.834,-13.8989,50.7248
291.297,-7.5112,47.7526
301.405,-13.3557,54.2374
314.886,-10.8031,54.5116
315.382,-16.7654,58.9896
317.388,-9.9207,49.614
316.924,-19.1524,49.3587
329.495,-29.7384,50.4275
330.266,-39.0537,62.8416
319.664,-41.2466,66.8194
512.81,-55.6779,60.8597
653.332,-81.4391,108.605
775.367,-114.978,161.005
883.397,-142.071,208.208
934.326,-168.861,236.322
923.18,-189.683,314.921
868.969,-171.563,347.466
746.69,-178.02,355.971
685.535,-147.565,369.053
599.175,-116.245,345.116
551.55,-88.5468,364.583
513.713,-82.0112,304.558
488.26,-93.5636,281.925
420.191,-122.337,249.814
330.187,-139.622,220.765
204.629,-174.685,172.556
44.0089,-168.36,100.2
-226.37,-178.854,35.1981
-437.395,-152.71,-26.7925
-471.045,-36.3587,-186.712
-487.465,10.2512,-271.37
-560.813,85.126,-404.517
-649.721,106.349,-489.136
-714.499,129.188,-573.587
-840.063,138.583,-578.087
-897.192,164.635,-565.612
-919.405,205.772,-456.368
-913.76,215.276,-370.004
-900.182,230.247,-283.741
-873.394,243.35,-224.447
-889.641,244.36,-219.043
-723.533,258.476,-220.474
-621.173,253.3,-182.134
-575.831,186.424,-107.728
-523.022,152.287,-93.9567
-476.741,160.434,-83.5772
-413.704,173.951,-66.4164
-402.803,164.596,-45.8931
-362.976,140.392,-24.2089
-300.441,139.469,4.62035
-227.781,121.622,-4.06825
-140.094,82.8742,-8.13017
-68.6815,30.5112,-3.21146
-3.31313,11.2574,-5.86245
27.4151,-1.76768,5.92087
45.2643,-4.75844,5.67691
79.9103,-12.4193,-5.15906
100.242,-10.054,12.13
124.995,-14.3629,6.19505
134.421,-15.2766,4.58188
137.747,-19.2599,9.74852
153.519,-18.2598,1.78917
155.935,-18.1903,1.49201
162.024,-19.7436,10.0663
162.142,-16.467,7.21685
160.013,-21.8878,12.6125
164.15,-11.1793,11.1053
164.768,-16.672,21.3769
169.059,-14.0241,19.6032
176.659,-16.2955,21.5503
186.804,-14.3024,11.3833
185.348,-22.6051,24.2716
196.346,-20.1501,31.1093
189.655,-20.7754,26.3861
191.349,-22.9743,27.4173
194.154,-28.3055,25.3775
192.778,-26.7416,26.3911
192.515,-27.5786,29.5248
193.867,-24.2065,34.6721
180.068,-17.5409,32.1905
166.71,-22.0759,34.6818
161.209,-24.0065,34.0718
137.27,-25.213,32.6453
127.437,-28.5331,34.4064
158.755,-23.5297,26.3673
210.147,-30.5607,29.6136
254.262,-36.7572,47.4421
313.126,-52.0049,66.0166
368.952,-56.8879,100.565
452.253,-66.8078,135.388
500.028,-75.224,159.035
541.757,-79.834,194.487
571.623,-90.2375,199.71
547.204,-91.7191,217.505
469.768,-82.9354,221.525
404.15,-90.3336,188.573
302.592,-72.3707,145.732
206.979,-57.7956,96.842
122.615,-47.7638,42.7743
33.4277,-30.4957,15.6232
-71.1349,-34.7878,-59.1491
-234.796,-26.3031,-128.248
-379.798,-23.9127,-205.777
-536.206,9.94924,-280.386
-656.645,34.5045,-357.681
-726.294,69.5299,-383.651
-827.465,81.7418,-363.663
-857.209,80.0848,-304.552
-914.821,87.1019,-272.88
-792.716,93.7509,-252.398
-670.612,103.675,-209.253
-605.366,74.3231,-141.569
-492.572,67.6531,-97.7168
-405.569,72.0395,-73.0086
-354.23,76.4432,-38.2476
-342.96,64.9965,-31.0327
-323.82,48.7325,3.5062
-269.809,53.1531,5.38741
-222.113,39.5397,12.7742
-171.55,22.3562,10.8651
-120.104,4.739,16.4073
-57.3947,-3.34431,21.5182
-13.7868,-10.0583,15.717
10.1045,-19.4242,21.183
27.9233,-24.047,23.5579
70.0559,-8.96889,18.0065
87.4614,-8.49477,13.3114
106.491,-8.58229,13.2152
125.599,-6.65619,29.2403
130.737,-11.3566,20.8286
151.353,-17.5787,23.5728
142.77,-21.5324,27.3141
138.897,-19.9645,24.2393
137.721,-13.919,22.5787
120.724,-9.34474,23.874
106.314,-10.0421,25.2929
103.763,-3.92535,26.0866
75.4241,-1.00268,27.4153
64.8696,-1.97993,23.3636
54.4566,-9.14761,29.0055
41.9415,-11.3008,13.2097
57.7035,-10.8055,9.96984
33.4453,-11.0155,3.26265
17.4093,-8.84424,10.4541
13.783,-4.08436,7.04342
1.6338,-0.689467,-1.23315
-3.31402,-1.85696,-10.7362
-6.34458,-0.745781,-1.63977
-3.97559,-2.43128,1.52393
-3.05346,-0.0723946,-0.889674
-11.668,-0.00296699,-3.72417
-0.658096,-0.000167366,-0.210348
-0.0195957,-4.98353e-006,-0.00626339
-1.66716,-4.97954,5.2059
-0.117906,-0.352352,0.368389
-1.1114,-3.32533,3.47397
-0.0240438,-0.0719394,0.0751551
-0.318161,-0.952723,0.994494
-0.0130394,-0.0390461,0.040758
-0.225243,-0.675036,0.704055
-1.53316,-4.59852,4.79227
-0.0628109,-0.188548,0.196332
-0.00354311,-0.0106358,0.0110749
-0.000145209,-0.000435895,0.000453889
-5.95121e-006,-1.78646e-005,1.8602e-005
-2.8859,-8.6701,9.02061
-0.118275,-0.355332,0.369698
-1.06009,0.680825,3.31359
-2.2563,1.4791,7.05265
-0.299084,0.196102,0.934862
-1.55645,-4.64726,4.86509
-0.0244641,-0.073045,0.0764688
-1.11176,-3.34551,3.4751
-0.0240517,-0.072376,0.0751796
-2.87574,-8.66085,8.98887
-0.0452005,-0.13613,0.141286
-0.000977859,-0.00294501,0.00305655
-0.309261,-0.93216,0.966673
0.759296,-0.560871,-2.37337
0.389487,-4.33099,-1.21744
-0.392459,-5.41426,1.22673
1.65164,-5.47965,-5.16262
1.20917,-6.71997,-3.77956
-1.51132,-5.45452,4.72402
-0.0828605,-0.269827,0.259002
-0.00467409,-0.0152207,0.0146101
-0.000139177,-0.000453217,0.000435034
