0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.275287 -0.202238 -0.659236
0.723053 -0.531188 -1.73151
0.996069 -0.731758 -2.38531
1.14735 -0.842898 -2.74759
1.2149 -0.892522 -2.90935
1.22585 -0.900564 -2.93556
1.19948 -0.881195 -2.87243
1.14944 -0.844434 -2.7526
1.08529 -0.797304 -2.59897
1.01366 -0.744684 -2.42744
0.939108 -0.689912 -2.2489
0.864676 -0.635231 -2.07066
0.792361 -0.582105 -1.89749
0.723408 -0.531448 -1.73236
0.658537 -0.483792 -1.57701
0.598111 -0.4394 -1.43231
0.542244 -0.398357 -1.29852
0.490885 -0.360626 -1.17553
0.443878 -0.326093 -1.06296
0.401002 -0.294595 -0.960289
0.362001 -0.265942 -0.866891
0.326599 -0.239935 -0.782114
0.294519 -0.216367 -0.705292
0.265489 -0.19504 -0.635772
0.239246 -0.175761 -0.572928
0.215544 -0.158348 -0.516168
0.194151 -0.142632 -0.464938
0.174853 -0.128455 -0.418725
0.157485 -0.115696 -0.377134
0.141822 -0.104189 -0.339625
0.127725 -0.0938329 -0.305867
0.115015 -0.0844951 -0.275428
0.103558 -0.0760787 -0.247993
0.0932475 -0.0685039 -0.223302
0.0839555 -0.0616776 -0.20105
0.0755837 -0.0555273 -0.181002
0.0680426 -0.0499872 -0.162943
0.0612509 -0.0449977 -0.146679
0.0551349 -0.0405047 -0.132033
0.0496281 -0.0364591 -0.118845
0.0446701 -0.0328167 -0.106972
0.0402066 -0.0295376 -0.0962835
0.0361884 -0.0265857 -0.0866613
0.0325714 -0.0239285 -0.0779996
0.0293156 -0.0215366 -0.0702028
0.0263851 -0.0193837 -0.0631849
0.0237473 -0.0174458 -0.0568681
0.021373 -0.0157016 -0.0511825
